name,qtype,status,answer_count,class
organicmakers.se,CAA,NOERROR,0,NODATA
organicmakers.se,HTTPS,NXDOMAIN,0,NXDOMAIN
bahnhof.se,A,NOERROR,1,POSITIVE
bahnhof.se,AAAA,NOERROR,1,POSITIVE
bahnhof.se,MX,NOERROR,1,POSITIVE
bahnhof.se,TXT,NOERROR,5,POSITIVE
bahnhof.se,NS,NOERROR,2,POSITIVE
bahnhof.se,SOA,NOERROR,1,POSITIVE
bahnhof.se,CAA,NOERROR,0,NODATA
bahnhof.se,HTTPS,NXDOMAIN,0,NXDOMAIN
familjeliv.se,A,NOERROR,3,POSITIVE
familjeliv.se,AAAA,NOERROR,3,POSITIVE
familjeliv.se,MX,NOERROR,5,POSITIVE
familjeliv.se,TXT,NOERROR,5,POSITIVE
familjeliv.se,NS,NOERROR,2,POSITIVE
familjeliv.se,SOA,NOERROR,1,POSITIVE
familjeliv.se,CAA,ERROR,0,OTHER
familjeliv.se,HTTPS,NXDOMAIN,0,NXDOMAIN
allhosting.se,A,NOERROR,1,POSITIVE
allhosting.se,AAAA,NOERROR,0,NODATA
allhosting.se,MX,NOERROR,1,POSITIVE
allhosting.se,TXT,NOERROR,1,POSITIVE
allhosting.se,NS,NOERROR,4,POSITIVE
allhosting.se,SOA,NOERROR,1,POSITIVE
allhosting.se,CAA,NOERROR,0,NODATA
allhosting.se,HTTPS,NXDOMAIN,0,NXDOMAIN
ottocasino.se,A,NOERROR,1,POSITIVE
ottocasino.se,AAAA,NOERROR,0,NODATA
ottocasino.se,MX,NOERROR,1,POSITIVE
ottocasino.se,TXT,NOERROR,3,POSITIVE
ottocasino.se,NS,NOERROR,6,POSITIVE
ottocasino.se,SOA,NOERROR,1,POSITIVE
ottocasino.se,CAA,NOERROR,4,POSITIVE
ottocasino.se,HTTPS,NXDOMAIN,0,NXDOMAIN
vansterpartiet.se,A,NOERROR,3,POSITIVE
vansterpartiet.se,AAAA,NOERROR,3,POSITIVE
vansterpartiet.se,MX,NOERROR,1,POSITIVE
vansterpartiet.se,TXT,NOERROR,6,POSITIVE
vansterpartiet.se,NS,NOERROR,2,POSITIVE
vansterpartiet.se,SOA,NOERROR,1,POSITIVE
vansterpartiet.se,CAA,NOERROR,0,NODATA
vansterpartiet.se,HTTPS,NXDOMAIN,0,NXDOMAIN
e-identitet.se,A,NOERROR,2,POSITIVE
e-identitet.se,AAAA,NOERROR,0,NODATA
e-identitet.se,MX,NOERROR,5,POSITIVE
e-identitet.se,TXT,ERROR,0,OTHER
e-identitet.se,NS,NOERROR,6,POSITIVE
e-identitet.se,SOA,NOERROR,1,POSITIVE
e-identitet.se,CAA,NOERROR,0,NODATA
e-identitet.se,HTTPS,NXDOMAIN,0,NXDOMAIN
deteknik.se,A,NOERROR,1,POSITIVE
deteknik.se,AAAA,NOERROR,0,NODATA
deteknik.se,MX,NOERROR,1,POSITIVE
deteknik.se,TXT,NOERROR,5,POSITIVE
deteknik.se,NS,NOERROR,4,POSITIVE
deteknik.se,SOA,NOERROR,1,POSITIVE
deteknik.se,CAA,NOERROR,0,NODATA
deteknik.se,HTTPS,NXDOMAIN,0,NXDOMAIN
evenemangsbiljetter.se,A,NOERROR,2,POSITIVE
evenemangsbiljetter.se,AAAA,NOERROR,2,POSITIVE
evenemangsbiljetter.se,MX,NOERROR,5,POSITIVE
evenemangsbiljetter.se,TXT,NOERROR,6,POSITIVE
evenemangsbiljetter.se,NS,NOERROR,2,POSITIVE
evenemangsbiljetter.se,SOA,NOERROR,1,POSITIVE
evenemangsbiljetter.se,CAA,NOERROR,0,NODATA
evenemangsbiljetter.se,HTTPS,NXDOMAIN,0,NXDOMAIN
tn.se,A,NOERROR,1,POSITIVE
tn.se,AAAA,NOERROR,0,NODATA
tn.se,MX,NOERROR,1,POSITIVE
tn.se,TXT,NOERROR,5,POSITIVE
tn.se,NS,NOERROR,4,POSITIVE
tn.se,SOA,NOERROR,1,POSITIVE
tn.se,CAA,NOERROR,0,NODATA
tn.se,HTTPS,NXDOMAIN,0,NXDOMAIN
avis.se,A,NOERROR,2,POSITIVE
avis.se,AAAA,NOERROR,0,NODATA
avis.se,MX,NOERROR,1,POSITIVE
avis.se,TXT,NOERROR,8,POSITIVE
avis.se,NS,NOERROR,4,POSITIVE
avis.se,SOA,NOERROR,1,POSITIVE
avis.se,CAA,NOERROR,0,NODATA
avis.se,HTTPS,NXDOMAIN,0,NXDOMAIN
lineahemma.se,A,NOERROR,3,POSITIVE
lineahemma.se,AAAA,NOERROR,0,NODATA
lineahemma.se,MX,NOERROR,1,POSITIVE
lineahemma.se,TXT,ERROR,0,OTHER
lineahemma.se,NS,NOERROR,4,POSITIVE
lineahemma.se,SOA,NOERROR,1,POSITIVE
lineahemma.se,CAA,NOERROR,0,NODATA
lineahemma.se,HTTPS,NXDOMAIN,0,NXDOMAIN
bangladoot.se,A,NOERROR,2,POSITIVE
bangladoot.se,AAAA,NOERROR,2,POSITIVE
bangladoot.se,MX,NOERROR,3,POSITIVE
bangladoot.se,TXT,NOERROR,1,POSITIVE
bangladoot.se,NS,NOERROR,2,POSITIVE
bangladoot.se,SOA,NOERROR,1,POSITIVE
bangladoot.se,CAA,NOERROR,0,NODATA
bangladoot.se,HTTPS,NXDOMAIN,0,NXDOMAIN
ratsit.se,A,NOERROR,3,POSITIVE
ratsit.se,AAAA,NOERROR,0,NODATA
ratsit.se,MX,NOERROR,1,POSITIVE
ratsit.se,TXT,NOERROR,6,POSITIVE
ratsit.se,NS,NOERROR,2,POSITIVE
ratsit.se,SOA,NOERROR,1,POSITIVE
ratsit.se,CAA,NOERROR,0,NODATA
ratsit.se,HTTPS,NXDOMAIN,0,NXDOMAIN
1177.se,A,NOERROR,1,POSITIVE
1177.se,AAAA,NOERROR,0,NODATA
1177.se,MX,NOERROR,1,POSITIVE
1177.se,TXT,ERROR,0,OTHER
1177.se,NS,NOERROR,4,POSITIVE
1177.se,SOA,NOERROR,1,POSITIVE
1177.se,CAA,NOERROR,0,NODATA
1177.se,HTTPS,NXDOMAIN,0,NXDOMAIN
viivilla.se,A,NOERROR,2,POSITIVE
viivilla.se,AAAA,NOERROR,2,POSITIVE
viivilla.se,MX,NOERROR,1,POSITIVE
viivilla.se,TXT,ERROR,0,OTHER
viivilla.se,NS,NOERROR,2,POSITIVE
viivilla.se,SOA,NOERROR,1,POSITIVE
viivilla.se,CAA,NOERROR,0,NODATA
viivilla.se,HTTPS,NXDOMAIN,0,NXDOMAIN
ideon.se,A,NOERROR,1,POSITIVE
ideon.se,AAAA,NOERROR,0,NODATA
ideon.se,MX,NOERROR,1,POSITIVE
ideon.se,TXT,NOERROR,1,POSITIVE
ideon.se,NS,NOERROR,4,POSITIVE
ideon.se,SOA,NOERROR,1,POSITIVE
ideon.se,CAA,NOERROR,0,NODATA
ideon.se,HTTPS,NXDOMAIN,0,NXDOMAIN
hockeyallsvenskan.se,A,NOERROR,3,POSITIVE
hockeyallsvenskan.se,AAAA,NOERROR,3,POSITIVE
hockeyallsvenskan.se,MX,NOERROR,1,POSITIVE
hockeyallsvenskan.se,TXT,NOERROR,3,POSITIVE
hockeyallsvenskan.se,NS,NOERROR,2,POSITIVE
hockeyallsvenskan.se,SOA,NOERROR,1,POSITIVE
hockeyallsvenskan.se,CAA,NOERROR,0,NODATA
hockeyallsvenskan.se,HTTPS,NXDOMAIN,0,NXDOMAIN
svenssons.se,A,NOERROR,2,POSITIVE
svenssons.se,AAAA,NOERROR,2,POSITIVE
svenssons.se,MX,NOERROR,1,POSITIVE
svenssons.se,TXT,NOERROR,6,POSITIVE
svenssons.se,NS,NOERROR,2,POSITIVE
svenssons.se,SOA,NOERROR,1,POSITIVE
svenssons.se,CAA,NOERROR,0,NODATA
svenssons.se,HTTPS,NXDOMAIN,0,NXDOMAIN
kedschools.se,A,NOERROR,2,POSITIVE
kedschools.se,AAAA,NOERROR,0,NODATA
kedschools.se,MX,NOERROR,0,NODATA
kedschools.se,TXT,NOERROR,4,POSITIVE
kedschools.se,NS,NOERROR,4,POSITIVE
kedschools.se,SOA,NOERROR,1,POSITIVE
kedschools.se,CAA,NOERROR,0,NODATA
kedschools.se,HTTPS,NXDOMAIN,0,NXDOMAIN
omni.se,A,NOERROR,2,POSITIVE
omni.se,AAAA,NOERROR,0,NODATA
omni.se,MX,NOERROR,5,POSITIVE
omni.se,TXT,ERROR,0,OTHER
omni.se,NS,NOERROR,2,POSITIVE
omni.se,SOA,NOERROR,1,POSITIVE
omni.se,CAA,NOERROR,0,NODATA
omni.se,HTTPS,NXDOMAIN,0,NXDOMAIN
bonniernewslocal.se,A,NOERROR,1,POSITIVE
bonniernewslocal.se,AAAA,NOERROR,0,NODATA
bonniernewslocal.se,MX,NOERROR,5,POSITIVE
bonniernewslocal.se,TXT,NOERROR,2,POSITIVE
bonniernewslocal.se,NS,NOERROR,4,POSITIVE
bonniernewslocal.se,SOA,NOERROR,1,POSITIVE
bonniernewslocal.se,CAA,NOERROR,0,NODATA
bonniernewslocal.se,HTTPS,NXDOMAIN,0,NXDOMAIN
digitalbloggen.se,A,NOERROR,2,POSITIVE
digitalbloggen.se,AAAA,NOERROR,2,POSITIVE
digitalbloggen.se,MX,NOERROR,0,NODATA
digitalbloggen.se,TXT,NOERROR,0,NODATA
digitalbloggen.se,NS,NOERROR,2,POSITIVE
digitalbloggen.se,SOA,NOERROR,1,POSITIVE
digitalbloggen.se,CAA,NOERROR,0,NODATA
digitalbloggen.se,HTTPS,NXDOMAIN,0,NXDOMAIN
ehandelscertifiering.se,A,NOERROR,1,POSITIVE
ehandelscertifiering.se,AAAA,NOERROR,0,NODATA
ehandelscertifiering.se,MX,NOERROR,5,POSITIVE
ehandelscertifiering.se,TXT,NOERROR,1,POSITIVE
ehandelscertifiering.se,NS,NOERROR,4,POSITIVE
ehandelscertifiering.se,SOA,NOERROR,1,POSITIVE
ehandelscertifiering.se,CAA,NOERROR,0,NODATA
ehandelscertifiering.se,HTTPS,NXDOMAIN,0,NXDOMAIN
ccis.se,A,NOERROR,0,NODATA
ccis.se,AAAA,NOERROR,0,NODATA
ccis.se,MX,NOERROR,1,POSITIVE
ccis.se,TXT,NOERROR,3,POSITIVE
ccis.se,NS,NOERROR,5,POSITIVE
ccis.se,SOA,NOERROR,1,POSITIVE
ccis.se,CAA,NOERROR,0,NODATA
ccis.se,HTTPS,NXDOMAIN,0,NXDOMAIN
sulkysport.se,A,NOERROR,1,POSITIVE
sulkysport.se,AAAA,NOERROR,0,NODATA
sulkysport.se,MX,NOERROR,2,POSITIVE
sulkysport.se,TXT,NOERROR,1,POSITIVE
sulkysport.se,NS,NOERROR,2,POSITIVE
sulkysport.se,SOA,NOERROR,1,POSITIVE
sulkysport.se,CAA,NOERROR,0,NODATA
sulkysport.se,HTTPS,NXDOMAIN,0,NXDOMAIN
racing-planet.se,A,NOERROR,3,POSITIVE
racing-planet.se,AAAA,NOERROR,3,POSITIVE
racing-planet.se,MX,NOERROR,7,POSITIVE
racing-planet.se,TXT,NOERROR,3,POSITIVE
racing-planet.se,NS,NOERROR,2,POSITIVE
racing-planet.se,SOA,NOERROR,1,POSITIVE
racing-planet.se,CAA,NOERROR,0,NODATA
racing-planet.se,HTTPS,NXDOMAIN,0,NXDOMAIN
tujulietjattdi.se,A,NOERROR,1,POSITIVE
tujulietjattdi.se,AAAA,NOERROR,0,NODATA
tujulietjattdi.se,MX,NOERROR,1,POSITIVE
tujulietjattdi.se,TXT,NOERROR,1,POSITIVE
tujulietjattdi.se,NS,NOERROR,2,POSITIVE
tujulietjattdi.se,SOA,NOERROR,1,POSITIVE
tujulietjattdi.se,CAA,NOERROR,0,NODATA
tujulietjattdi.se,HTTPS,NXDOMAIN,0,NXDOMAIN
jdsports.se,A,NOERROR,1,POSITIVE
jdsports.se,AAAA,NOERROR,0,NODATA
jdsports.se,MX,NOERROR,1,POSITIVE
jdsports.se,TXT,NOERROR,5,POSITIVE
jdsports.se,NS,NOERROR,3,POSITIVE
jdsports.se,SOA,NOERROR,1,POSITIVE
jdsports.se,CAA,NOERROR,0,NODATA
jdsports.se,HTTPS,NXDOMAIN,0,NXDOMAIN
clickhou.se,A,NOERROR,2,POSITIVE
clickhou.se,AAAA,NOERROR,0,NODATA
clickhou.se,MX,NOERROR,0,NODATA
clickhou.se,TXT,NOERROR,0,NODATA
clickhou.se,NS,NOERROR,2,POSITIVE
clickhou.se,SOA,NOERROR,1,POSITIVE
clickhou.se,CAA,NOERROR,0,NODATA
clickhou.se,HTTPS,NXDOMAIN,0,NXDOMAIN
ifenix.se,A,NOERROR,1,POSITIVE
ifenix.se,AAAA,NOERROR,0,NODATA
ifenix.se,MX,NOERROR,1,POSITIVE
ifenix.se,TXT,NOERROR,7,POSITIVE
ifenix.se,NS,NOERROR,4,POSITIVE
ifenix.se,SOA,NOERROR,1,POSITIVE
ifenix.se,CAA,NOERROR,0,NODATA
ifenix.se,HTTPS,NXDOMAIN,0,NXDOMAIN
rofa.se,A,NOERROR,3,POSITIVE
rofa.se,AAAA,NOERROR,3,POSITIVE
rofa.se,MX,NOERROR,1,POSITIVE
rofa.se,TXT,NOERROR,6,POSITIVE
rofa.se,NS,NOERROR,2,POSITIVE
rofa.se,SOA,NOERROR,1,POSITIVE
rofa.se,CAA,NOERROR,0,NODATA
rofa.se,HTTPS,NXDOMAIN,0,NXDOMAIN
fz.se,A,NOERROR,3,POSITIVE
fz.se,AAAA,NOERROR,3,POSITIVE
fz.se,MX,NOERROR,7,POSITIVE
fz.se,TXT,NOERROR,3,POSITIVE
fz.se,NS,NOERROR,2,POSITIVE
fz.se,SOA,NOERROR,1,POSITIVE
fz.se,CAA,NOERROR,0,NODATA
fz.se,HTTPS,NXDOMAIN,0,NXDOMAIN
cykelkraft.se,A,NOERROR,2,POSITIVE
cykelkraft.se,AAAA,NOERROR,0,NODATA
cykelkraft.se,MX,NOERROR,5,POSITIVE
cykelkraft.se,TXT,NOERROR,2,POSITIVE
cykelkraft.se,NS,NOERROR,4,POSITIVE
cykelkraft.se,SOA,NOERROR,1,POSITIVE
cykelkraft.se,CAA,NOERROR,0,NODATA
cykelkraft.se,HTTPS,NXDOMAIN,0,NXDOMAIN
facebook.se,A,NOERROR,1,POSITIVE
facebook.se,AAAA,NOERROR,1,POSITIVE
facebook.se,MX,NOERROR,0,NODATA
facebook.se,TXT,NOERROR,1,POSITIVE
facebook.se,NS,NOERROR,4,POSITIVE
facebook.se,SOA,NOERROR,1,POSITIVE
facebook.se,CAA,NOERROR,0,NODATA
facebook.se,HTTPS,NXDOMAIN,0,NXDOMAIN
thansen.se,A,NOERROR,1,POSITIVE
thansen.se,AAAA,NOERROR,0,NODATA
thansen.se,MX,NOERROR,1,POSITIVE
thansen.se,TXT,ERROR,0,OTHER
thansen.se,NS,NOERROR,2,POSITIVE
thansen.se,SOA,NOERROR,1,POSITIVE
thansen.se,CAA,NOERROR,0,NODATA
thansen.se,HTTPS,NXDOMAIN,0,NXDOMAIN
sverigeledigajobb.se,A,NOERROR,1,POSITIVE
sverigeledigajobb.se,AAAA,NOERROR,1,POSITIVE
sverigeledigajobb.se,MX,NOERROR,1,POSITIVE
sverigeledigajobb.se,TXT,NOERROR,1,POSITIVE
sverigeledigajobb.se,NS,NOERROR,6,POSITIVE
sverigeledigajobb.se,SOA,NOERROR,1,POSITIVE
sverigeledigajobb.se,CAA,NOERROR,0,NODATA
sverigeledigajobb.se,HTTPS,NXDOMAIN,0,NXDOMAIN
hanseriksson.se,A,NOERROR,1,POSITIVE
hanseriksson.se,AAAA,NOERROR,1,POSITIVE
hanseriksson.se,MX,NOERROR,1,POSITIVE
hanseriksson.se,TXT,NOERROR,3,POSITIVE
hanseriksson.se,NS,NOERROR,3,POSITIVE
hanseriksson.se,SOA,NOERROR,1,POSITIVE
hanseriksson.se,CAA,NOERROR,0,NODATA
hanseriksson.se,HTTPS,NXDOMAIN,0,NXDOMAIN
lindbloms.se,A,NOERROR,1,POSITIVE
lindbloms.se,AAAA,NOERROR,0,NODATA
lindbloms.se,MX,NOERROR,1,POSITIVE
lindbloms.se,TXT,NOERROR,2,POSITIVE
lindbloms.se,NS,NOERROR,2,POSITIVE
lindbloms.se,SOA,NOERROR,1,POSITIVE
lindbloms.se,CAA,NOERROR,0,NODATA
lindbloms.se,HTTPS,NXDOMAIN,0,NXDOMAIN
energyinbalance.se,A,NOERROR,1,POSITIVE
energyinbalance.se,AAAA,NOERROR,1,POSITIVE
energyinbalance.se,MX,NOERROR,3,POSITIVE
energyinbalance.se,TXT,NOERROR,0,NODATA
energyinbalance.se,NS,NOERROR,2,POSITIVE
energyinbalance.se,SOA,NOERROR,1,POSITIVE
energyinbalance.se,CAA,NOERROR,0,NODATA
energyinbalance.se,HTTPS,NXDOMAIN,0,NXDOMAIN
ridsport.se,A,NOERROR,1,POSITIVE
ridsport.se,AAAA,NOERROR,1,POSITIVE
ridsport.se,MX,NOERROR,1,POSITIVE
ridsport.se,TXT,NOERROR,4,POSITIVE
ridsport.se,NS,NOERROR,4,POSITIVE
ridsport.se,SOA,NOERROR,1,POSITIVE
ridsport.se,CAA,NOERROR,0,NODATA
ridsport.se,HTTPS,NXDOMAIN,0,NXDOMAIN
gotland.se,A,NOERROR,1,POSITIVE
gotland.se,AAAA,NOERROR,0,NODATA
gotland.se,MX,NOERROR,2,POSITIVE
gotland.se,TXT,ERROR,0,OTHER
gotland.se,NS,NOERROR,3,POSITIVE
gotland.se,SOA,NOERROR,1,POSITIVE
gotland.se,CAA,NOERROR,0,NODATA
gotland.se,HTTPS,NXDOMAIN,0,NXDOMAIN
nvp.se,A,NOERROR,1,POSITIVE
nvp.se,AAAA,NOERROR,0,NODATA
nvp.se,MX,NOERROR,5,POSITIVE
nvp.se,TXT,NOERROR,4,POSITIVE
nvp.se,NS,NOERROR,4,POSITIVE
nvp.se,SOA,NOERROR,1,POSITIVE
nvp.se,CAA,NOERROR,0,NODATA
nvp.se,HTTPS,NXDOMAIN,0,NXDOMAIN
spadom.se,A,NOERROR,1,POSITIVE
spadom.se,AAAA,NOERROR,1,POSITIVE
spadom.se,MX,NOERROR,2,POSITIVE
spadom.se,TXT,NOERROR,1,POSITIVE
spadom.se,NS,NOERROR,2,POSITIVE
spadom.se,SOA,NOERROR,1,POSITIVE
spadom.se,CAA,NOERROR,0,NODATA
spadom.se,HTTPS,NXDOMAIN,0,NXDOMAIN
livsflode.se,A,NOERROR,2,POSITIVE
livsflode.se,AAAA,NOERROR,2,POSITIVE
livsflode.se,MX,NOERROR,0,NODATA
livsflode.se,TXT,NOERROR,0,NODATA
livsflode.se,NS,NOERROR,2,POSITIVE
livsflode.se,SOA,NOERROR,1,POSITIVE
livsflode.se,CAA,NOERROR,0,NODATA
livsflode.se,HTTPS,NXDOMAIN,0,NXDOMAIN
teknikfloden.se,A,NOERROR,2,POSITIVE
teknikfloden.se,AAAA,NOERROR,2,POSITIVE
teknikfloden.se,MX,NOERROR,0,NODATA
teknikfloden.se,TXT,NOERROR,0,NODATA
teknikfloden.se,NS,NOERROR,2,POSITIVE
teknikfloden.se,SOA,NOERROR,1,POSITIVE
teknikfloden.se,CAA,NOERROR,0,NODATA
teknikfloden.se,HTTPS,NXDOMAIN,0,NXDOMAIN
kkuriren.se,A,NOERROR,4,POSITIVE
kkuriren.se,AAAA,NOERROR,0,NODATA
kkuriren.se,MX,NOERROR,2,POSITIVE
kkuriren.se,TXT,ERROR,0,OTHER
kkuriren.se,NS,NOERROR,5,POSITIVE
kkuriren.se,SOA,NOERROR,1,POSITIVE
kkuriren.se,CAA,NOERROR,0,NODATA
kkuriren.se,HTTPS,NXDOMAIN,0,NXDOMAIN
restaurangjakarta.se,A,NOERROR,1,POSITIVE
restaurangjakarta.se,AAAA,NOERROR,0,NODATA
restaurangjakarta.se,MX,NOERROR,2,POSITIVE
restaurangjakarta.se,TXT,NOERROR,1,POSITIVE
restaurangjakarta.se,NS,NOERROR,3,POSITIVE
restaurangjakarta.se,SOA,NOERROR,1,POSITIVE
restaurangjakarta.se,CAA,NOERROR,0,NODATA
restaurangjakarta.se,HTTPS,NXDOMAIN,0,NXDOMAIN
uddevallahem.se,A,NOERROR,1,POSITIVE
uddevallahem.se,AAAA,NOERROR,0,NODATA
uddevallahem.se,MX,NOERROR,1,POSITIVE
uddevallahem.se,TXT,NOERROR,3,POSITIVE
uddevallahem.se,NS,NOERROR,4,POSITIVE
uddevallahem.se,SOA,NOERROR,1,POSITIVE
uddevallahem.se,CAA,NOERROR,0,NODATA
uddevallahem.se,HTTPS,NXDOMAIN,0,NXDOMAIN
coolshop.se,A,NOERROR,3,POSITIVE
coolshop.se,AAAA,NOERROR,3,POSITIVE
coolshop.se,MX,NOERROR,1,POSITIVE
coolshop.se,TXT,NOERROR,4,POSITIVE
coolshop.se,NS,NOERROR,2,POSITIVE
coolshop.se,SOA,NOERROR,1,POSITIVE
coolshop.se,CAA,ERROR,0,OTHER
coolshop.se,HTTPS,NXDOMAIN,0,NXDOMAIN
ninjacasino.se,A,NOERROR,2,POSITIVE
ninjacasino.se,AAAA,NOERROR,0,NODATA
ninjacasino.se,MX,NOERROR,5,POSITIVE
ninjacasino.se,TXT,NOERROR,3,POSITIVE
ninjacasino.se,NS,NOERROR,8,POSITIVE
ninjacasino.se,SOA,NOERROR,1,POSITIVE
ninjacasino.se,CAA,NOERROR,4,POSITIVE
ninjacasino.se,HTTPS,NXDOMAIN,0,NXDOMAIN
cambio.se,A,NOERROR,2,POSITIVE
cambio.se,AAAA,NOERROR,1,POSITIVE
cambio.se,MX,NOERROR,1,POSITIVE
cambio.se,TXT,ERROR,0,OTHER
cambio.se,NS,NOERROR,2,POSITIVE
cambio.se,SOA,NOERROR,1,POSITIVE
cambio.se,CAA,NOERROR,0,NODATA
cambio.se,HTTPS,NXDOMAIN,0,NXDOMAIN
gleerups.se,A,NOERROR,1,POSITIVE
gleerups.se,AAAA,NOERROR,0,NODATA
gleerups.se,MX,NOERROR,3,POSITIVE
gleerups.se,TXT,NOERROR,4,POSITIVE
gleerups.se,NS,NOERROR,6,POSITIVE
gleerups.se,SOA,NOERROR,1,POSITIVE
gleerups.se,CAA,NOERROR,3,POSITIVE
gleerups.se,HTTPS,NXDOMAIN,0,NXDOMAIN
hembiobutiken.se,A,NOERROR,2,POSITIVE
hembiobutiken.se,AAAA,NOERROR,2,POSITIVE
hembiobutiken.se,MX,NOERROR,1,POSITIVE
hembiobutiken.se,TXT,ERROR,0,OTHER
hembiobutiken.se,NS,NOERROR,2,POSITIVE
hembiobutiken.se,SOA,NOERROR,1,POSITIVE
hembiobutiken.se,CAA,NOERROR,0,NODATA
hembiobutiken.se,HTTPS,NXDOMAIN,0,NXDOMAIN
artportalen.se,A,NOERROR,1,POSITIVE
artportalen.se,AAAA,NOERROR,0,NODATA
artportalen.se,MX,NOERROR,1,POSITIVE
artportalen.se,TXT,NOERROR,3,POSITIVE
artportalen.se,NS,NOERROR,4,POSITIVE
artportalen.se,SOA,NOERROR,1,POSITIVE
artportalen.se,CAA,NOERROR,0,NODATA
artportalen.se,HTTPS,NXDOMAIN,0,NXDOMAIN
varldsinsikt.se,A,NOERROR,2,POSITIVE
varldsinsikt.se,AAAA,NOERROR,2,POSITIVE
varldsinsikt.se,MX,NOERROR,0,NODATA
varldsinsikt.se,TXT,NOERROR,0,NODATA
varldsinsikt.se,NS,NOERROR,2,POSITIVE
varldsinsikt.se,SOA,NOERROR,1,POSITIVE
varldsinsikt.se,CAA,NOERROR,0,NODATA
varldsinsikt.se,HTTPS,NXDOMAIN,0,NXDOMAIN
infoblick.se,A,NOERROR,2,POSITIVE
infoblick.se,AAAA,NOERROR,2,POSITIVE
infoblick.se,MX,NOERROR,0,NODATA
infoblick.se,TXT,NOERROR,0,NODATA
infoblick.se,NS,NOERROR,2,POSITIVE
infoblick.se,SOA,NOERROR,1,POSITIVE
infoblick.se,CAA,NOERROR,0,NODATA
infoblick.se,HTTPS,NXDOMAIN,0,NXDOMAIN
affarsriktning.se,A,NOERROR,2,POSITIVE
affarsriktning.se,AAAA,NOERROR,2,POSITIVE
affarsriktning.se,MX,NOERROR,0,NODATA
affarsriktning.se,TXT,NOERROR,0,NODATA
affarsriktning.se,NS,NOERROR,2,POSITIVE
affarsriktning.se,SOA,NOERROR,1,POSITIVE
affarsriktning.se,CAA,NOERROR,0,NODATA
affarsriktning.se,HTTPS,NXDOMAIN,0,NXDOMAIN
gleerupsportal.se,A,NOERROR,4,POSITIVE
gleerupsportal.se,AAAA,NOERROR,0,NODATA
gleerupsportal.se,MX,NOERROR,0,NODATA
gleerupsportal.se,TXT,NOERROR,0,NODATA
gleerupsportal.se,NS,NOERROR,4,POSITIVE
gleerupsportal.se,SOA,NOERROR,1,POSITIVE
gleerupsportal.se,CAA,NOERROR,0,NODATA
gleerupsportal.se,HTTPS,NXDOMAIN,0,NXDOMAIN
tillvaxtblick.se,A,NOERROR,2,POSITIVE
tillvaxtblick.se,AAAA,NOERROR,2,POSITIVE
tillvaxtblick.se,MX,NOERROR,0,NODATA
tillvaxtblick.se,TXT,NOERROR,0,NODATA
tillvaxtblick.se,NS,NOERROR,2,POSITIVE
tillvaxtblick.se,SOA,NOERROR,1,POSITIVE
tillvaxtblick.se,CAA,NOERROR,0,NODATA
tillvaxtblick.se,HTTPS,NXDOMAIN,0,NXDOMAIN
marknadsforum.se,A,NOERROR,2,POSITIVE
marknadsforum.se,AAAA,NOERROR,2,POSITIVE
marknadsforum.se,MX,NOERROR,0,NODATA
marknadsforum.se,TXT,NOERROR,0,NODATA
marknadsforum.se,NS,NOERROR,2,POSITIVE
marknadsforum.se,SOA,NOERROR,1,POSITIVE
marknadsforum.se,CAA,NOERROR,0,NODATA
marknadsforum.se,HTTPS,NXDOMAIN,0,NXDOMAIN
nackaenergi.se,A,NOERROR,1,POSITIVE
nackaenergi.se,AAAA,NOERROR,0,NODATA
nackaenergi.se,MX,NOERROR,4,POSITIVE
nackaenergi.se,TXT,ERROR,0,OTHER
nackaenergi.se,NS,NOERROR,2,POSITIVE
nackaenergi.se,SOA,NOERROR,1,POSITIVE
nackaenergi.se,CAA,NOERROR,5,POSITIVE
nackaenergi.se,HTTPS,NXDOMAIN,0,NXDOMAIN
eclub.se,A,NOERROR,1,POSITIVE
eclub.se,AAAA,NOERROR,0,NODATA
eclub.se,MX,NOERROR,1,POSITIVE
eclub.se,TXT,NOERROR,1,POSITIVE
eclub.se,NS,NOERROR,4,POSITIVE
eclub.se,SOA,NOERROR,1,POSITIVE
eclub.se,CAA,NOERROR,0,NODATA
eclub.se,HTTPS,NXDOMAIN,0,NXDOMAIN
sr.se,A,NOERROR,11,POSITIVE
sr.se,AAAA,NOERROR,11,POSITIVE
sr.se,MX,NOERROR,1,POSITIVE
sr.se,TXT,ERROR,0,OTHER
sr.se,NS,NOERROR,7,POSITIVE
sr.se,SOA,NOERROR,1,POSITIVE
sr.se,CAA,NOERROR,4,POSITIVE
sr.se,HTTPS,NXDOMAIN,0,NXDOMAIN
hallakonsument.se,A,NOERROR,1,POSITIVE
hallakonsument.se,AAAA,NOERROR,0,NODATA
hallakonsument.se,MX,NOERROR,0,NODATA
hallakonsument.se,TXT,NOERROR,0,NODATA
hallakonsument.se,NS,NOERROR,4,POSITIVE
hallakonsument.se,SOA,NOERROR,1,POSITIVE
hallakonsument.se,CAA,NOERROR,0,NODATA
hallakonsument.se,HTTPS,NXDOMAIN,0,NXDOMAIN
zs.se,A,NOERROR,1,POSITIVE
zs.se,AAAA,NOERROR,0,NODATA
zs.se,MX,NOERROR,0,NODATA
zs.se,TXT,NOERROR,0,NODATA
zs.se,NS,NOERROR,2,POSITIVE
zs.se,SOA,NOERROR,1,POSITIVE
